4;0;0;0;4;2;4;0;32;4;0;0;32;64;128;64;1
0;0;0;0;4;0;0;0;8;8;2;0;128;128;64;0;1
0;0;0;0;4;0;0;0;16;2;0;0;256;64;2;0;1
0;0;0;0;4;0;0;0;16;4;0;0;256;64;2;0;1
4;0;0;0;4;0;0;0;16;8;0;0;256;64;2;0;1
4;0;0;0;8;0;0;0;16;8;2;0;256;64;8;0;1
4;2;0;0;8;4;0;0;16;8;2;0;256;64;8;0;1
0;0;4;2;0;0;8;4;0;16;8;2;256;64;8;2;0
0;0;0;0;4;2;0;0;2;16;8;4;256;64;16;8;1
4;0;0;0;4;2;0;0;2;16;8;4;256;64;16;8;1
0;0;0;2;0;0;8;4;2;16;8;4;256;64;16;8;0
0;0;0;4;0;0;0;2;2;16;4;2;256;64;32;16;0
0;0;0;0;0;4;2;4;2;16;4;8;256;64;32;16;0
0;0;0;2;0;4;2;4;2;16;4;8;256;64;32;16;0
4;2;0;0;4;2;4;0;4;16;4;8;256;64;32;16;1
0;0;0;0;0;0;8;8;0;8;16;16;256;64;32;16;0
0;0;0;0;2;8;0;0;2;8;16;8;256;64;64;0;1
0;0;0;0;4;0;0;0;4;32;4;0;256;128;8;0;1
0;0;0;4;0;4;2;4;0;8;32;4;256;128;16;8;0
2;0;0;0;8;4;0;0;8;32;4;0;256;128;32;0;1
0;0;0;0;0;2;4;2;0;16;32;4;256;128;32;2;0
0;0;0;2;0;0;2;4;4;16;8;4;256;128;64;2;0
2;4;0;0;4;0;0;0;4;16;16;0;256;128;64;2;1
2;0;0;0;2;8;0;0;8;32;0;0;256;128;64;4;1
0;0;0;4;0;0;4;8;0;8;32;8;256;128;64;8;0
0;0;0;2;0;0;0;8;2;8;32;8;256;128;64;16;0
0;0;0;4;0;0;4;2;2;8;32;2;256;128;64;32;0
0;0;0;4;0;0;2;8;2;8;32;8;256;128;64;32;0
0;0;0;0;0;0;4;4;4;8;32;16;256;128;64;32;0
0;0;0;0;0;0;2;8;4;8;32;16;256;128;64;32;0
0;0;0;0;4;2;8;0;4;8;32;16;256;128;64;32;1
0;0;0;0;4;8;2;0;16;32;16;0;256;128;64;32;1
0;0;0;0;0;4;8;2;16;32;16;2;256;128;64;32;0
2;0;0;0;8;8;0;0;16;32;16;4;256;128;64;32;1
0;0;0;2;0;0;16;2;16;32;16;4;256;128;64;32;0
0;0;0;0;2;4;2;4;16;64;8;0;256;128;64;32;1
0;0;8;2;0;2;64;2;16;128;8;4;256;2;64;32;0
8;2;0;0;4;2;64;4;16;128;8;4;256;2;64;32;1
8;2;0;0;4;8;64;4;16;128;16;0;256;2;64;32;1
0;8;2;4;4;8;64;2;16;128;16;4;256;2;64;32;0
0;0;4;4;8;16;64;2;16;128;16;4;256;2;64;32;0
0;0;2;8;8;16;64;2;16;128;16;4;256;2;64;32;0
4;2;8;0;8;16;64;2;16;128;16;4;256;2;64;32;1
0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;8;0
0;0;0;0;0;0;0;2;0;0;0;0;0;2;4;8;0
0;0;0;0;0;0;4;2;0;0;0;0;0;2;4;8;0
0;0;0;0;0;0;0;0;4;2;0;0;4;2;16;0;1
0;0;0;0;0;0;0;0;0;0;4;4;8;4;16;2;0
4;0;0;0;0;0;0;0;8;0;0;0;8;4;16;2;1
0;0;0;4;0;0;0;0;0;0;8;2;8;4;16;2;0
4;0;0;0;2;0;0;0;8;2;0;0;8;4;16;2;1
0;0;4;2;0;0;0;2;0;0;8;2;8;4;16;2;0
4;2;0;0;4;2;0;0;8;2;0;0;8;4;16;2;1
4;2;4;0;4;2;0;0;8;2;0;0;8;4;16;2;1
4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;4;0
0;0;0;2;0;0;0;4;0;0;0;2;0;0;2;4;0
0;0;0;2;0;0;0;4;0;0;0;2;0;0;4;4;0
2;0;0;0;4;0;0;0;2;0;0;0;8;4;0;0;1
4;0;0;0;4;0;0;0;2;0;0;0;16;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;4;0
0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;0
0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;4;0
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;4;0
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;4;0
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;4;0
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;4;0
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;4;0
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;4;0
0;0;0;0;0;0;0;0;0;0;0;2;4;2;16;4;0
0;0;0;0;0;0;0;0;2;0;0;0;4;2;16;4;1
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;8;0

0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;16;0
0;0;0;0;0;0;0;0;2;0;0;0;4;2;8;0;1

0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1

0;0;0;0;0;0;0;0;2;0;0;0;4;2;4;0;1

0;0;0;0;0;0;0;0;2;0;0;0;4;2;16;4;1
0;0;0;0;0;0;0;0;0;0;0;8;16;2;16;4;0
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;8;0


0;0;0;0;0;0;0;0;8;0;0;0;16;2;16;4;1
0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;8;0

0;0;0;0;0;0;0;0;0;0;0;8;16;2;16;4;0
0;0;0;0;0;0;0;0;2;0;0;0;4;2;8;0;1
0;0;0;0;0;0;0;0;0;0;0;8;16;2;16;4;0
0;0;0;0;0;0;0;0;0;0;0;8;16;2;16;4;0
0;0;0;0;0;0;0;0;0;0;0;8;16;2;16;4;0
0;0;0;0;0;0;0;0;8;0;0;0;16;2;16;4;1
0;0;0;0;0;0;0;0;2;0;0;0;16;2;32;0;1
0;0;0;0;0;0;0;0;0;0;8;4;16;2;16;4;0
0;0;0;0;0;0;0;0;2;0;0;0;16;2;32;0;1
0;0;0;0;0;0;0;0;2;0;0;0;16;2;32;0;1
4;0;0;0;4;0;0;0;4;2;0;0;16;2;32;0;1
0;0;0;4;0;0;0;4;0;0;4;2;0;16;2;32;0
0;0;0;0;0;0;4;2;0;0;0;8;0;16;4;32;0
4;8;4;0;4;2;4;2;16;0;0;0;2;16;4;32;1
2;0;0;0;16;2;8;0;32;4;8;2;2;32;32;0;1
2;8;4;0;16;4;0;0;16;2;4;2;2;16;8;32;1
2;0;0;0;16;2;8;0;32;4;8;2;2;64;4;0;1
0;0;2;4;0;16;2;4;0;32;4;16;0;2;64;8;0
0;2;8;2;0;16;2;8;32;4;16;4;2;64;8;4;0
0;4;8;2;4;2;4;2;0;4;4;8;2;16;4;32;0



0;0;0;8;0;4;8;2;4;16;32;8;32;2;64;16;0
0;0;0;8;0;4;8;2;4;16;32;8;32;2;64;16;0
8;0;0;0;4;8;2;0;4;16;32;8;32;2;64;16;1
8;0;0;0;4;8;2;0;4;16;32;8;32;2;64;16;1
8;2;8;0;2;8;0;0;4;8;32;8;32;2;64;16;1

0;0;0;0;0;0;0;8;0;0;0;8;32;2;128;32;0
2;0;0;0;2;4;16;0;4;16;32;4;32;2;64;32;1
0;0;0;0;0;0;0;8;0;4;64;4;32;2;64;32;0
0;0;0;0;8;0;0;0;4;64;4;0;32;2;64;32;1
0;0;0;0;0;2;4;16;4;16;32;4;32;2;64;32;0
0;0;8;2;0;4;8;2;4;16;32;8;32;2;64;16;0

0;0;0;0;8;0;0;0;4;64;4;0;32;2;64;32;1
0;0;0;0;0;0;0;0;16;4;0;0;32;2;128;32;1
0;0;0;0;0;0;2;8;0;2;32;2;32;4;128;32;0
0;0;0;0;8;2;0;0;2;16;8;0;32;4;128;32;1
0;0;0;0;0;0;0;0;16;4;0;0;32;2;128;32;1
0;0;0;0;0;0;0;0;16;4;0;0;32;2;128;32;1
0;0;0;0;8;2;0;0;2;16;8;0;32;4;128;32;1
0;0;0;0;0;0;0;0;16;4;0;0;32;2;128;32;1
0;0;0;0;2;8;0;0;2;32;2;0;32;4;128;32;1
0;0;0;0;0;0;0;0;0;0;16;4;32;2;128;32;0
4;4;4;0;2;8;4;0;2;32;2;4;32;4;128;32;1
0;0;0;0;0;2;8;4;4;16;64;16;64;4;128;32;0
0;0;0;0;2;8;4;0;4;16;64;16;64;4;128;32;1
0;0;0;0;2;8;4;0;4;16;64;16;64;4;128;32;10;0;0;4;0;32;4;2;8;32;2;4;32;4;128;32;0

8;2;0;0;8;2;4;0;8;16;64;8;32;4;128;32;1
8;2;0;0;8;2;4;0;8;16;64;8;32;4;128;32;1

0;0;0;0;0;0;0;0;16;64;8;0;64;4;128;32;1
4;2;0;0;2;32;8;0;4;16;64;16;64;4;128;32;1
0;2;8;2;2;8;4;2;4;16;64;16;64;4;128;32;0

0;0;4;2;2;8;16;2;4;16;64;16;64;4;128;32;0
0;4;8;2;2;8;16;8;4;16;64;16;64;4;128;32;0
4;2;0;0;2;32;8;0;4;16;64;16;64;4;128;32;1
4;2;4;0;2;8;16;4;4;16;64;16;64;4;128;32;1
4;2;0;0;2;8;16;8;4;16;64;16;64;4;128;32;1
0;0;4;2;2;8;16;2;4;16;64;16;64;4;128;32;0
4;2;0;0;2;8;16;2;4;16;64;16;64;4;128;32;1
4;2;0;0;2;32;8;0;4;16;64;16;64;4;128;32;1
0;0;4;2;0;2;32;8;4;16;64;16;64;4;128;32;0
0;0;4;2;0;2;32;8;4;16;64;16;64;4;128;32;0
0;4;2;4;2;8;16;4;4;16;64;16;64;4;128;32;0
4;8;2;0;2;8;16;8;4;16;64;16;64;4;128;32;1
2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1
0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;2;0
